date,value
2020-01-01,102.3161
2020-02-01,102.1125
2020-03-01,102.1125
2020-04-01,102.0107
2020-05-01,101.9089
2020-06-01,101.7053
2020-07-01,101.8071
2020-08-01,101.9089
2020-09-01,101.7053
2020-10-01,101.6035
2020-11-01,101.298
2020-12-01,101.0944
2021-01-01,101.6035
2021-02-01,101.6035
2021-03-01,101.7053
2021-04-01,100.8908
2021-05-01,101.1962
2021-06-01,101.298
