date,value
2020-01-01,0.3879769937814869
2020-02-01,0.2740618131495429
2020-03-01,-0.2176451031784789
2020-04-01,-0.668694186699718
2020-05-01,0.0019501616684046
2020-06-01,0.5472046927775109
2020-07-01,0.5058243501670088
2020-08-01,0.315321052408127
2020-09-01,0.13927469432666
2020-10-01,0.0414937759336148
2020-11-01,-0.0610627217844137
2020-12-01,0.0941478467042596
2021-01-01,0.425378348702726
2021-02-01,0.547438279392344
2021-03-01,0.7083273133749509
2021-04-01,0.821890915406006
2021-05-01,0.80171051547627
2021-06-01,0.929066290235704
2021-07-01,0.4810523526294039
2021-08-01,0.2065911363611609
2021-09-01,0.2715970859058209
2021-10-01,0.8308118552003179
2021-11-01,0.4913427504347619
2021-12-01,0.307251716148357
2022-01-01,0.8414573783545228
2022-02-01,0.9133979256476968
2022-03-01,1.3351379548562698
2022-04-01,0.558253102565497
2022-05-01,1.10235239995988
2022-06-01,1.37360757588199
2022-07-01,-0.0118119138337544
2022-08-01,-0.0354399276350673
2022-09-01,0.2150784513001038
2022-10-01,0.405649443411221
2022-11-01,-0.1010026441888139
2022-12-01,-0.3070091464541119
2023-01-01,0.799536383454017
2023-02-01,0.55821105057323
2023-03-01,0.3310729956123049
2023-04-01,0.50590386832584
2023-05-01,0.251843501020241
2023-06-01,0.3228914236486449
2023-07-01,0.1907515019222698
2023-08-01,0.4367155068353529
2023-09-01,0.2485131552376499
2023-10-01,-0.0383379522984981
2023-11-01,-0.201513954841356
2023-12-01,-0.0993320327893392
2024-01-01,0.5447503797930419
2024-02-01,0.618967177555072
2024-03-01,0.6464169937420629
