date,value
2020-01-01,0.2904162633107698
2020-02-01,-0.6756756756756731
2020-03-01,-4.956268221574361
2020-04-01,-14.519427402862984
2020-05-01,11.8421052631579
2020-06-01,12.299465240641716
2020-07-01,3.1428571428571335
2020-08-01,1.2003693444136532
2020-09-01,1.5510948905109672
2020-10-01,0.8984725965858059
2020-11-01,-3.7399821905610016
2020-12-01,0.6475485661424772
2021-01-01,-7.444852941176474
2021-02-01,0.993048659384312
2021-03-01,3.3431661750245607
2021-04-01,8.182683158896296
2021-05-01,-2.2867194371152086
2021-06-01,0.7200720072007252
2021-07-01,-2.7703306523681808
2021-08-01,0.1838235294117613
2021-09-01,-0.2752293577981694
2021-10-01,0.5519779208831544
2021-11-01,-0.9149130832570926
2021-12-01,0.3693444136657553
2022-01-01,-0.7359705611775395
2022-02-01,-1.575532900834124
2022-03-01,-0.659133709981165
2022-04-01,-0.9478672985782012
2022-05-01,-1.3397129186603016
2022-06-01,0.2909796314258246
2022-07-01,0.2901353965183797
2022-08-01,-1.8322082931533423
2022-09-01,-1.17878192534381
2022-10-01,0.6958250497017867
2022-11-01,-0.8884501480750185
2022-12-01,-0.0996015936255063
2023-01-01,0.4985044865403798
2023-02-01,0.4960317460317471
2023-03-01,-1.2833168805528203
2023-04-01,1.4000000000000157
2023-05-01,-0.6903353057199185
2023-06-01,0.7944389275074536
2023-07-01,-1.67487684729066
2023-08-01,0.0
2023-09-01,-1.002004008016034
2023-10-01,0.5060728744939282
2023-11-01,1.4098690835851109
2023-12-01,-3.972194637537248
2024-01-01,3.8262668045501593
2024-02-01,-0.1992031872509924
2024-03-01,-0.5988023952095902
2024-04-01,-1.405622489959834
2024-05-01,3.1568228105906257
2024-06-01,-1.8756169792694928
2024-07-01,0.5030181086519125
2024-08-01,0.60060060060061
2024-09-01,0.0
2024-10-01,-0.8955223880597155
2024-11-01,-0.1004016064257112
2024-12-01,-0.3015075376884264
