date,value
2020-01-01,16.5988433597235
2020-04-01,13.6065015653632
2020-07-01,13.9243130026167
2020-10-01,12.528296514795
2021-01-01,16.439355214473
2021-04-01,15.5041287372724
2021-07-01,15.0295341009021
2021-10-01,13.7587058782136
2022-01-01,16.3863307367317
2022-04-01,15.5710267357915
2022-07-01,15.0903879708459
2022-10-01,14.1015434545907
2023-01-01,15.8224622077314
2023-04-01,14.6282539750022
2023-07-01,14.0451610110498
