date,value
2020-01-01,559365
2020-04-01,481227
2020-07-01,540319
2020-10-01,543809
2021-01-01,545116
2021-04-01,576525
2021-07-01,592707
2021-10-01,608304
2022-01-01,623014
2022-04-01,639293
2022-07-01,650233
2022-10-01,668409
2023-01-01,679194
2023-04-01,689618
2023-07-01,692982
2023-10-01,690370
2024-01-01,706118
2024-04-01,714628
2024-07-01,727181
2024-10-01,736079
