date,value
2020-01-01,112.1297
2020-04-01,112.3348
2020-07-01,115.1981
2020-10-01,118.3291
2021-01-01,119.9913
2021-04-01,120.442
2021-07-01,121.4089
2021-10-01,121.0006
2022-01-01,122.2217
2022-04-01,120.1854
2022-07-01,122.4408
2022-10-01,119.1114
2023-01-01,115.3541
2023-04-01,111.8532
2023-07-01,113.4931
2023-10-01,111.5411
2024-01-01,109.9391
2024-04-01,109.9853
2024-07-01,112.3167
2024-10-01,112.0351
