date,value
2020-01-01,117.916383742361
2020-02-01,116.519546027743
2020-03-01,110.6993888835
2020-04-01,94.0537394509652
2020-05-01,104.646425453487
2020-06-01,118.3819963139
2020-07-01,122.45610631487
2020-08-01,123.270928315065
2020-09-01,125.133378601222
2020-10-01,126.530216315841
2020-11-01,121.641284314676
2020-12-01,123.15452517218
2021-01-01,112.911048598312
2021-02-01,114.5406925987
2021-03-01,118.61480259967
2021-04-01,128.276263459113
2021-05-01,126.879425744495
2021-06-01,128.741876030653
2021-07-01,125.482588029877
2021-08-01,125.948200601416
2021-09-01,126.181006887186
2021-10-01,127.810650887574
2021-11-01,128.276263459113
2021-12-01,128.043457173344
2022-01-01,128.625472887768
2022-02-01,127.927054030459
2022-03-01,128.392666601998
2022-04-01,128.276263459113
2022-05-01,128.276263459113
2022-06-01,129.905907459501
2022-07-01,131.768357745659
2022-08-01,130.138713745271
2022-09-01,130.487923173926
2022-10-01,132.466776602968
2022-11-01,132.350373460083
2022-12-01,130.255116888156
2023-01-01,132.932389174508
2023-02-01,135.027645746435
2023-03-01,133.863614317587
2023-04-01,136.308080318169
2023-05-01,137.472111747017
2023-06-01,138.752546318751
2023-07-01,137.472111747017
2023-08-01,138.636143175866
2023-09-01,137.821321175672
2023-10-01,138.170530604326
2023-11-01,139.800174604714
