date,value
2020-01-01,-1.0956
2020-04-01,-0.833
2020-07-01,-0.1508
2020-10-01,2.5223
2021-01-01,3.8961
2021-04-01,6.2476
2021-07-01,8.3252
2021-10-01,6.2902
2022-01-01,8.1216
2022-04-01,6.6587
2022-07-01,4.8469
2022-10-01,3.5329
2023-01-01,1.0671
2023-04-01,-0.1293
2023-07-01,-0.975
2023-10-01,-0.8633
2024-01-01,-0.0346
2024-04-01,0.0417
2024-07-01,0.4514
2024-10-01,-0.1393
