date,value
2020-01-01,1.4368262663152926
2020-02-01,1.514285108414316
2020-03-01,-5.348894262553431
2020-04-01,-15.670344862357288
2020-05-01,-1.2255701348983603
2020-06-01,4.6072904209014816
2020-07-01,4.920569629090113
2020-08-01,4.277495535355053
2020-09-01,7.091276322883274
2020-10-01,6.573356965450434
2020-11-01,5.229674320399114
2020-12-01,6.665967848826172
2021-01-01,10.523739195011368
2021-02-01,7.325424578733124
2021-03-01,24.909507256498564
2021-04-01,40.60574691803178
2021-05-01,16.76837735271883
2021-06-01,10.107346635302576
2021-07-01,6.414508018327508
2021-08-01,6.871647916512009
2021-09-01,5.517030206421754
2021-10-01,6.787346590118381
2021-11-01,7.864564547382011
2021-12-01,5.095954364658469
2022-01-01,3.82513427888643
2022-02-01,6.844507711205435
2022-03-01,-1.9137389628992676
2022-04-01,-1.0065544824991872
2022-05-01,-0.4320897396069683
2022-06-01,-0.5445136582383772
2022-07-01,1.048755765712199
2022-08-01,0.8623918014666592
2022-09-01,-0.213754982424556
2022-10-01,-0.4526513995108836
2022-11-01,-2.375709188212475
2022-12-01,-2.2740163529763464
2023-01-01,-0.6403304232493198
2023-02-01,-1.8748764885800449
2023-03-01,-3.9817960550101614
2023-04-01,-4.233017781002496
2023-05-01,-2.894902243445796
2023-06-01,-2.452425182693273
2023-07-01,-1.5063225564580864
2023-08-01,-1.2636786181531423
2023-09-01,-0.3163825584712796
2023-10-01,-1.4042154187057787
2023-11-01,-0.1490019865380302
2023-12-01,1.0594301111574864
2024-01-01,-3.5090495083644524
2024-02-01,-1.9049062375602115
2024-03-01,-0.4879012383433138
2024-04-01,-1.2894711231539109
2024-05-01,-0.81004833818309
2024-06-01,-1.018718296929383
2024-07-01,-0.1249811395808818
2024-08-01,-1.1481202353912008
2024-09-01,-0.7864139755449514
2024-10-01,0.2848345079775542
2024-11-01,1.1736685593059997
2024-12-01,1.810949547731456
